objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll15642,,https://pinakes.irht.cnrs.fr/notices/cote/8897/,http://www.e-manuscripta.ch/bau/content/titleinfo/1033563,Universitätsbibliothek AN II 44,,16th,,Engineering|Military,Athenaeus|Hero of Alexandria|Leo VI the Wise,Basel,,,,,,,,,
coll15643,,http://pinakes.irht.cnrs.fr/notices/cote/8899/,http://csntm.org/Manuscript/View/GA_07,Universitätsbibliothek AN III 12,,9th,,Bible,,Basel,,,,,,,,,
coll15644,,http://pinakes.irht.cnrs.fr/notices/cote/8899/,http://csntm.org/Manuscript/View/GA_07,Universitätsbibliothek AN III 12,,9th,,Bible,,Basel,,,,,,,,,
coll15645,,https://pinakes.irht.cnrs.fr/notices/cote/8902/,https://manuscripts.csntm.org/manuscript/View/GA_1,Universitätsbibliothek AN IV 2,,12th,,Bible,,Basel,,,,,,,,,
coll15646,,https://pinakes.irht.cnrs.fr/notices/cote/8928/,https://www.e-manuscripta.ch/bau/content/pageview/748212,Universitätsbibliothek E III 18,,16th,,History,John Skylitzes|George Cedrenus,Basel,,,,,,,,,
coll15647,,https://pinakes.irht.cnrs.fr/notices/cote/8930/,https://www.e-manuscripta.ch/bau/content/pageview/1523693,Universitätsbibliothek F I 8,,16th,,Philosophy,Plato|Proclus,Basel,,,,,,,,,
coll15648,,,https://www.e-manuscripta.ch/bau/texte/content/pageview/2947277,Universitätsbibliothek F II 43,,16th,,History,Flavius Josephus,Basel,,,,,,,,,
coll15649,,https://pinakes.irht.cnrs.fr/notices/cote/8938/,https://www.e-manuscripta.ch/bau/texte/content/pageview/1729652,Universitätsbibliothek F III 40,,16th,,Agriculture,Constantine VII Porphyrogenitus,Basel,,,,,,,,,
coll15650,,https://pinakes.irht.cnrs.fr/notices/cote/8940/,https://www.e-manuscripta.ch/bau/content/pageview/1106534,Universitätsbibliothek F IV 39,,16th,,Rhetoric|Philosophy,Julian Emperor of Rome,Basel,,,,,,,,,
coll15651,,https://pinakes.irht.cnrs.fr/notices/cote/8941/,https://www.e-manuscripta.ch/bau/content/pageview/1379692,Universitätsbibliothek F IX 17,,16th,,Rhetoric,Theodore Lascaris,Basel,,,,,,,,,
coll15652,,https://pinakes.irht.cnrs.fr/notices/cote/8945/,http://www.codices.ch/graeca/biblio.php?id=801,Universitätsbibliothek F V 39,,16th,,Harmonics,Ptolemy,Basel,,,,,,,,,
coll15653,,https://pinakes.irht.cnrs.fr/notices/cote/8947/,https://www.e-manuscripta.ch/bau/content/pageview/1124519,Universitätsbibliothek F VI 2,,16th,,Letters,Libanius,Basel,,,,,,,,,
coll15654,,,https://www.e-manuscripta.ch/bau/texte/content/pageview/2329987,Universitätsbibliothek F VI 50,,16th,,,Aristophanes,Basel,,,,,,,,,
coll15655,,https://pinakes.irht.cnrs.fr/notices/cote/8951/,https://www.e-manuscripta.ch/bau/content/pageview/972142,Universitätsbibliothek F VI 54,,16th,,Grammar,,Basel,,,,,,,,,
coll15656,,https://pinakes.irht.cnrs.fr/notices/cote/8716/,https://nbn-resolving.org/urn:nbn:de:bvb:384-uba006041-4,Universitätsbibliothek I.1.2° 1,,13th|14th,,Barlaam and Joasaph|Romance,,Augsburg,,,,,,,,,
coll15657,,https://pinakes.irht.cnrs.fr/notices/cote/8719/,https://nbn-resolving.org/urn:nbn:de:bvb:384-uba003076-1,Universitätsbibliothek I.1.4° 1,,12th|15th,,Bible|Theology,,Augsburg,,,,,,,,,
coll15658,,http://pinakes.irht.cnrs.fr/notices/cote/id/14291,http://bvbm1.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=4718220,Universitätsbibliothek MS.A 1,,10th,,,Xenophon,Erlangen-Nürnberg,,,,,,,,,
coll15659,,http://pinakes.irht.cnrs.fr/notices/cote/id/14292,http://bvbm1.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=5608102,Universitätsbibliothek MS.A 2,,11th,,Hieratikon mikron,,Erlangen-Nürnberg,,,,,,,,,
coll15660,,https://pinakes.irht.cnrs.fr/notices/cote/14294/,https://nbn-resolving.org/urn:nbn:de:bvb:29-bv041390366-8,Universitätsbibliothek MS.A 4,,15th,,Philosophy|Science,Aristotle|Proclus|Hermes|Plato|Hesiod,Erlangen-Nürnberg,,,,,,,,,
coll15661,,https://pinakes.irht.cnrs.fr/notices/cote/14296/,http://digital.bib-bvb.de/view/bvb_mets/viewer.0.6.5.jsp?folder_id=0&dvs=1648122500073~945&pid=18784612&locale=en_US&usePid1=true&usePid2=true,Universitätsbibliothek MS.A 6,,16th,,Astronomy,,Erlangen-Nürnberg,,,,,,,,,
coll15662,,https://pinakes.irht.cnrs.fr/notices/cote/8965/,https://www.e-manuscripta.ch/bau/texte/content/pageview/3050374,Universitätsbibliothek O II  25,,16th,,Theology|Church councils|Philosophy,Photius|Plato|Hermias Alexandrinus,Basel,,,,,,,,,
coll15663,,https://pinakes.irht.cnrs.fr/notices/cote/8959/,https://www.e-manuscripta.ch/bau/content/pageview/934835,Universitätsbibliothek O II 17b,,16th,,Theology,Theodoret Bishop of Cyrrhus,Basel,,,,,,,,,
coll15664,,https://pinakes.irht.cnrs.fr/notices/cote/8961/,https://www.e-manuscripta.ch/bau/content/pageview/1118235,Universitätsbibliothek O II 17d,,16th,,Philosophy,Plato|Proclus,Basel,,,,,,,,,
coll15665,,https://pinakes.irht.cnrs.fr/notices/cote/8962/,https://www.e-manuscripta.ch/bau/texte/content/pageview/2480660,Universitätsbibliothek O II 17e,,16th,,,Athenaeus,Basel,,,,,,,,,
coll15666,,https://pinakes.irht.cnrs.fr/notices/cote/8968/,http://www.e-manuscripta.ch/bau/content/titleinfo/1379481,Universitätsbibliothek O III 6,,16th,,Philosophy,Aristotle,Basel,,,,,,,,,
coll15667,,https://pinakes.irht.cnrs.fr/notices/cote/64497/,http://objects.library.uu.nl/reader/resolver.php?obj=002295861&type=2,Universiteitsbibliotheek 1.A.1,,17th,,Harmonics,Ptolemy,Utrecht,,,,,,,,,
coll15668,,https://pinakes.irht.cnrs.fr/notices/cote/64504/,http://objects.library.uu.nl/reader/resolver.php?obj=003364472&type=2,Universiteitsbibliotheek 1.A.10,,17th,,Military,,Utrecht,,,,,,,,,
coll15669,,https://pinakes.irht.cnrs.fr/notices/cote/64498/,http://objects.library.uu.nl/reader/resolver.php?obj=002295861&type=2,Universiteitsbibliotheek 1.A.2,,17th,,Harmonics,Ptolemy,Utrecht,,,,,,,,,
coll15670,,https://pinakes.irht.cnrs.fr/notices/cote/64499/,http://objects.library.uu.nl/reader/resolver.php?obj=02288900,Universiteitsbibliotheek 1.A.3,,16th,,Church councils,,Utrecht,,,,,,,,,
coll15671,,https://pinakes.irht.cnrs.fr/notices/cote/64500/,http://objects.library.uu.nl/reader/resolver.php?obj=002288920&type=2,Universiteitsbibliotheek 1.A.4,,17th|18th,,Lexicon,,Utrecht,,,,,,,,,
coll15672,http://bc.library.uu.nl/node/178,http://pinakes.irht.cnrs.fr/notices/cote/id/64501,http://objects.library.uu.nl/reader/resolver.php?obj=02286552,Universiteitsbibliotheek 1.A.7,,11th,,Bible,,Utrecht,,,,,,,,,
coll15673,,https://pinakes.irht.cnrs.fr/notices/cote/64502/,http://objects.library.uu.nl/reader/resolver.php?obj=003364424&type=2,Universiteitsbibliotheek 1.A.8,,17th,,Theology,,Utrecht,,,,,,,,,
coll15674,,https://pinakes.irht.cnrs.fr/notices/cote/64503/,http://objects.library.uu.nl/reader/resolver.php?obj=003378229&type=2,Universiteitsbibliotheek 1.A.9 dl 1,,17th,,Mathematics,Nicomachus of Gerasa,Utrecht,,,,,,,,,
coll15675,,https://pinakes.irht.cnrs.fr/notices/cote/64503/,http://objects.library.uu.nl/reader/resolver.php?obj=003378236&type=2,Universiteitsbibliotheek 1.A.9 dl 2,,17th,,Astronomy,Michael Psellus,Utrecht,,,,,,,,,
coll15676,,https://pinakes.irht.cnrs.fr/notices/cote/64503/,http://objects.library.uu.nl/reader/resolver.php?obj=003378248&type=2,Universiteitsbibliotheek 1.A.9 dl 3,,17th,,Grammar,Thomas Magister,Utrecht,,,,,,,,,
coll15677,,https://pinakes.irht.cnrs.fr/notices/cote/64503/,http://objects.library.uu.nl/reader/resolver.php?obj=003378310&type=2,Universiteitsbibliotheek 1.A.9 dl 4,,17th,,Poems,Cato,Utrecht,,,,,,,,,
coll15678,,http://pinakes.irht.cnrs.fr/notices/cote/id/64503,http://objects.library.uu.nl/reader/resolver.php?obj=02337724,Universiteitsbibliotheek 1.A.9 dl 6,,17th,,Geometry,Proclus|Euclid,Utrecht,,,,,,,,,
coll15679,,https://pinakes.irht.cnrs.fr/notices/cote/64503/,http://objects.library.uu.nl/reader/resolver.php?obj=003378374&type=2,Universiteitsbibliotheek 1.A.9 dl 7,,17th,,Music,,Utrecht,,,,,,,,,
coll15680,,https://pinakes.irht.cnrs.fr/notices/cote/64515/,http://objects.library.uu.nl/reader/resolver.php?obj=003374682&type=2,Universiteitsbibliotheek 1.C.10,,18th,,Grammar,,Utrecht,,,,,,,,,
coll15681,,http://pinakes.irht.cnrs.fr/notices/cote/id/64516,http://objects.library.uu.nl/reader/resolver.php?obj=02337549,Universiteitsbibliotheek 1.C.11,,18th,,Bible,,Utrecht,,,,,,,,,
coll15682,,http://pinakes.irht.cnrs.fr/notices/cote/id/64517,http://objects.library.uu.nl/reader/resolver.php?obj=02295150,Universiteitsbibliotheek 1.C.13,,16th,,Bible,,Utrecht,,,,,,,,,
coll15683,,https://pinakes.irht.cnrs.fr/notices/cote/64518/,http://objects.library.uu.nl/reader/resolver.php?obj=003374193&type=2,Universiteitsbibliotheek 1.C.14,,18th,,Geography,Dionysius Periegetes,Utrecht,,,,,,,,,
coll15684,,https://pinakes.irht.cnrs.fr/notices/cote/64508/,http://objects.library.uu.nl/reader/resolver.php?obj=02286864,Universiteitsbibliotheek 1.C.2,,15th,,History,Thucydides,Utrecht,,,,,,,,,
coll15685,,https://pinakes.irht.cnrs.fr/notices/cote/64509/,http://objects.library.uu.nl/reader/resolver.php?obj=003364709&type=2,Universiteitsbibliotheek 1.C.3,,18th,,Lexicon,Cyril of Alexandria,Utrecht,,,,,,,,,
coll15686,,https://pinakes.irht.cnrs.fr/notices/cote/64510/,http://objects.library.uu.nl/reader/resolver.php?obj=003373958&type=2,Universiteitsbibliotheek 1.C.4,,18th,,Poems,,Utrecht,,,,,,,,,
coll15687,,https://pinakes.irht.cnrs.fr/notices/cote/64511/,http://objects.library.uu.nl/reader/resolver.php?obj=003364719&type=2,Universiteitsbibliotheek 1.C.5,,18th,,Epigrammata,,Utrecht,,,,,,,,,
coll15688,,https://pinakes.irht.cnrs.fr/notices/cote/64512/,http://objects.library.uu.nl/reader/resolver.php?obj=003373962&type=2,Universiteitsbibliotheek 1.C.6,,18th,,Literature,,Utrecht,,,,,,,,,
coll15689,,https://pinakes.irht.cnrs.fr/notices/cote/64513/,http://objects.library.uu.nl/reader/resolver.php?obj=003364641&type=2,Universiteitsbibliotheek 1.C.7,,18th,,Poems,,Utrecht,,,,,,,,,
coll15690,,https://pinakes.irht.cnrs.fr/notices/cote/64514/,http://objects.library.uu.nl/reader/resolver.php?obj=003374653&type=2,Universiteitsbibliotheek 1.C.8-9,,18th,,Lexicon,,Utrecht,,,,,,,,,
coll15691,,https://pinakes.irht.cnrs.fr/notices/cote/64519/,http://objects.library.uu.nl/reader/resolver.php?obj=02286578,Universiteitsbibliotheek 1.D.3,,11th|12th,,Theology,John Chrysostom,Utrecht,,,,,,,,,
coll15692,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=02286661,Universiteitsbibliotheek 1.E.1 dl 1,,12th,,Theology,Leontius|Euthymius Zigabenus|Sophronius|Eustratius,Utrecht,,,,,,,,,
coll15693,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286785&type=2,Universiteitsbibliotheek 1.E.1 dl 10,,13th|14th,,Theology,Sophronius,Utrecht,,,,,,,,,
coll15694,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286807&type=2,Universiteitsbibliotheek 1.E.1 dl 11,,13th|14th,,Theology,Maximus the Confessor,Utrecht,,,,,,,,,
coll15695,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286679&type=2,Universiteitsbibliotheek 1.E.1 dl 2,,13th|14th,,Theology,,Utrecht,,,,,,,,,
coll15696,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286708&type=2,Universiteitsbibliotheek 1.E.1 dl 3,,13th|14th,,Theology,Leontius Byzantinus,Utrecht,,,,,,,,,
coll15697,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286713&type=2,Universiteitsbibliotheek 1.E.1 dl 4,,13th|14th,,Theology,Gregory Thaumaturgus,Utrecht,,,,,,,,,
coll15698,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286719&type=2,Universiteitsbibliotheek 1.E.1 dl 5,,13th|14th,,Theology,,Utrecht,,,,,,,,,
coll15699,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286727&type=2,Universiteitsbibliotheek 1.E.1 dl 6,,13th|14th,,Theology,Cyril of Alexandria,Utrecht,,,,,,,,,
coll15700,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286739&type=2,Universiteitsbibliotheek 1.E.1 dl 7,,13th|14th,,Theology,Eustratius,Utrecht,,,,,,,,,
coll15701,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286744&type=2,Universiteitsbibliotheek 1.E.1 dl 8,,13th|14th,,Theology,,Utrecht,,,,,,,,,
coll15702,,https://pinakes.irht.cnrs.fr/notices/cote/64520/,http://objects.library.uu.nl/reader/resolver.php?obj=002286748&type=2,Universiteitsbibliotheek 1.E.1 dl 9,,13th|14th,,Theology,,Utrecht,,,,,,,,,
coll15703,,https://pinakes.irht.cnrs.fr/notices/cote/64521/,http://objects.library.uu.nl/reader/resolver.php?obj=002295826&type=2,Universiteitsbibliotheek 1.E.2,,17th,,Theology,,Utrecht,,,,,,,,,
coll15704,,https://pinakes.irht.cnrs.fr/notices/cote/64522/,http://objects.library.uu.nl/reader/resolver.php?obj=003374157&type=2,Universiteitsbibliotheek 1.E.3,,18th,,Poems,,Utrecht,,,,,,,,,
coll15705,,https://pinakes.irht.cnrs.fr/notices/cote/64526/,http://objects.library.uu.nl/reader/resolver.php?obj=003364712&type=2,Universiteitsbibliotheek 1.F.1,,18th,,Liturgy,,Utrecht,,,,,,,,,
coll15706,,https://pinakes.irht.cnrs.fr/notices/cote/64527/,http://objects.library.uu.nl/reader/resolver.php?obj=02286817,Universiteitsbibliotheek 1.F.20,,16th,,,Cicero|Theodore of Gaza,Utrecht,,,,,,,,,
coll15707,,https://pinakes.irht.cnrs.fr/notices/cote/64528/,http://objects.library.uu.nl/reader/resolver.php?obj=002286830&type=2,Universiteitsbibliotheek 1.G.1,,16th,,Liturgy,,Utrecht,,,,,,,,,
coll15708,,https://pinakes.irht.cnrs.fr/notices/cote/64529/,http://objects.library.uu.nl/reader/resolver.php?obj=003374575&type=2,Universiteitsbibliotheek 1.G.4 dl 1-2,,17th,,Poems,,Utrecht,,,,,,,,,
coll15709,,,http://objects.library.uu.nl/reader/resolver.php?obj=003426646&type=2,Universiteitsbibliotheek 17.A.10,,18th,,Education,,Utrecht,,,,,,,,,
coll15710,,,http://objects.library.uu.nl/reader/resolver.php?obj=003425252&type=2,Universiteitsbibliotheek 5.L.41,,16th,,Index codicum,,Utrecht,,,,,,,,,
coll15711,,,http://objects.library.uu.nl/reader/resolver.php?obj=003425676&type=2,Universiteitsbibliotheek 7.B.16 dl 2.3,,16th|17th,,Education,,Utrecht,,,,,,,,,
coll15712,,,http://objects.library.uu.nl/reader/resolver.php?obj=003425425&type=2,Universiteitsbibliotheek 8.L.12,,16th|17th,,Education,,Utrecht,,,,,,,,,
coll15713,,,http://objects.library.uu.nl/reader/resolver.php?obj=003425565&type=2,Universiteitsbibliotheek 8.L.17,,16th,,Education,,Utrecht,,,,,,,,,
coll15714,,http://pinakes.irht.cnrs.fr//notices/cote/17332/,https://www.manuscripta.se/ms/100079,University Library Gr. 1,,9th|10th|14th|15th,,Geography,Dionysius Periegetes|Eustathios of Thessaloniki,Gothenburg,,,,,,,,,
coll15715,,http://pinakes.irht.cnrs.fr//notices/cote/17333/,https://www.manuscripta.se/ms/100080,University Library Gr. 2,,15th,,Bible,,Gothenburg,,,,,,,,,
coll15716,,http://pinakes.irht.cnrs.fr//notices/cote/17334/,https://www.manuscripta.se/ms/100081,University Library Gr. 3,,14th,,Bible,,Gothenburg,,,,,,,,,
coll15717,,http://pinakes.irht.cnrs.fr//notices/cote/17335/,https://www.manuscripta.se/ms/100082,University Library Gr. 4,,14th,,Saints lives,,Gothenburg,,,,,,,,,
coll15718,,http://pinakes.irht.cnrs.fr/notices/cote/39965/,https://www.manuscripta.se/ms/100122,University Library Klass. förf. Moeris,,17th,,Letters,George Lacapenus|Nicephorus Gregoras,Lund,,,,,,,,,
coll15719,,http://pinakes.irht.cnrs.fr/notices/cote/39966/,https://www.manuscripta.se/ms/100123,University Library Klass. förf. Thomas Magister,,17th,,Grammar,Thomas Magister,Lund,,,,,,,,,
coll15720,,http://pinakes.irht.cnrs.fr/notices/cote/39967/,https://www.manuscripta.se/ms/100124,University Library Mh 54,,,,Theology,,Lund,,,,,,,,,
coll15721,,http://pinakes.irht.cnrs.fr/notices/cote/39968/,https://www.manuscripta.se/ms/100125,University Library Mh 57,,,,Synaxarion,,Lund,,,,,,,,,
coll15722,,https://pinakes.irht.cnrs.fr/notices/cote/13732/,https://manuscripts.csntm.org/Manuscript/Group/GA_563,University Library Mss. 219,,11th,,Bible,,Edinburgh,,,,,,,,,
coll15723,,https://pinakes.irht.cnrs.fr/notices/cote/13733/,https://manuscripts.csntm.org/Manuscript/Group/GA_897,University Library Mss. 220,,12th,,Bible,,Edinburgh,,,,,,,,,
coll15724,,https://pinakes.irht.cnrs.fr/notices/cote/13734/,https://manuscripts.csntm.org/Manuscript/Group/GA_898,University Library Mss. 221,,13th,,Bible,,Edinburgh,,,,,,,,,
coll15725,,https://pinakes.irht.cnrs.fr/notices/cote/13735/,https://manuscripts.csntm.org/Manuscript/Group/GA_Lect_578,University Library Mss. 222,,11th,,Gospel lectionary,,Edinburgh,,,,,,,,,
coll15726,,https://pinakes.irht.cnrs.fr/notices/cote/13746/,https://manuscripts.csntm.org/Manuscript/Group/GA_Lect_1747x,University Library Mss. 235,,11th,,Gospel lectionary,,Edinburgh,,,,,,,,,
coll15727,,http://pinakes.irht.cnrs.fr/notices/cote/39969/,https://www.manuscripta.se/ms/100126,University Library Teol. Anastasimatarion,,,,Liturgy,,Lund,,,,,,,,,
coll15728,,,http://csntm.org/Manuscript/View/GA_562,University of Glasgow Library MS Hunter 170,,16th,,Bible,,Glasgow,,,,,,,,,
coll15729,,,http://csntm.org/Manuscript/View/GA_Lect_240,University of Glasgow Library MS Hunter 405,,12th,,Gospel lectionary,,Glasgow,,,,,,,,,
coll15730,,,http://csntm.org/Manuscript/View/GA_Lect_162,University of Glasgow Library MS Hunter 406,,12th,,Gospel lectionary,,Glasgow,,,,,,,,,
coll15731,,,http://csntm.org/Manuscript/View/GA_Lect_241,University of Glasgow Library MS Hunter 419,,12th,,Gospel lectionary,,Glasgow,,,,,,,,,
coll15732,,,http://csntm.org/Manuscript/View/GA_Lect_239,University of Glasgow Library MS Hunter 440,,13th,,Gospel lectionary,,Glasgow,,,,,,,,,
coll15733,,,http://csntm.org/Manuscript/View/GA_560,University of Glasgow Library MS Hunter 475,,11th,,Bible,,Glasgow,,,,,,,,,
coll15734,,,http://csntm.org/Manuscript/View/GA_561,University of Glasgow Library MS Hunter 476,,13th,,Bible,,Glasgow,,,,,,,,,
coll15735,,,http://csntm.org/Manuscript/View/GA_Lect_1602,University of Michigan Library Inv. 4942,,8th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15736,,,http://csntm.org/Manuscript/View/GA_Lect_1641,University of Michigan Library MS 100,,16th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15737,,,http://csntm.org/Manuscript/View/GA_Lect_1614,University of Michigan Library MS 124,,7th|8th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15738,,,http://csntm.org/Manuscript/View/GA_Lect_1580,University of Michigan Library MS 130,,16th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15739,,,http://csntm.org/Manuscript/View/GA_Lect_1615,University of Michigan Library MS 133,,13th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15740,,,http://csntm.org/Manuscript/View/GA_Lect_1683,University of Michigan Library MS 15,,12th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15741,,,http://csntm.org/Manuscript/View/GA_685,University of Michigan Library MS 151,,13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15742,,,http://csntm.org/Manuscript/View/GA_876,University of Michigan Library MS 16,,12th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15743,,,http://csntm.org/Manuscript/View/GA_Lect_2137,University of Michigan Library MS 17,,15th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15744,,,http://csntm.org/Manuscript/View/GA_Lect_1616,University of Michigan Library MS 171,,13th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15745,,,http://csntm.org/Manuscript/View/GA_Lect_1617,University of Michigan Library MS 173d,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15746,,,http://csntm.org/Manuscript/View/GA_2365,University of Michigan Library MS 173e,,12th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15747,,,http://csntm.org/Manuscript/View/GA_Lect_2208,University of Michigan Library MS 18,,12th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15748,,,http://csntm.org/Manuscript/View/GA_2364,University of Michigan Library MS 182,,12th|13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15749,,,http://csntm.org/Manuscript/View/GA_537,University of Michigan Library MS 19,,12th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15750,,,http://csntm.org/Manuscript/View/GA_Lect_1618,University of Michigan Library MS 196,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15751,,,http://csntm.org/Manuscript/View/GA_Lect_2005,University of Michigan Library MS 20,,12th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15752,,,http://csntm.org/Manuscript/View/GA_Lect_2276,University of Michigan Library MS 21,,13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15753,,,http://csntm.org/Manuscript/View/GA_532,University of Michigan Library MS 22,,11th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15754,,,http://csntm.org/Manuscript/View/GA_540,University of Michigan Library MS 23a,,14th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15755,,,http://csntm.org/Manuscript/View/GA_541,University of Michigan Library MS 23b,,15th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15756,,,http://csntm.org/Manuscript/View/GA_536,University of Michigan Library MS 24,,13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15757,,,http://csntm.org/Manuscript/View/GA_544,University of Michigan Library MS 25,,13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15758,,,http://csntm.org/Manuscript/View/GA_534,University of Michigan Library MS 26,,13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15759,,,http://csntm.org/Manuscript/View/GA_546,University of Michigan Library MS 27,,13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15760,,,http://csntm.org/Manuscript/View/GA_Lect_226,University of Michigan Library MS 28,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15761,,,http://csntm.org/Manuscript/View/GA_Lect_225,University of Michigan Library MS 29,,15th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15762,,,http://csntm.org/Manuscript/View/GA_545,University of Michigan Library MS 30,,15th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15763,,,http://csntm.org/Manuscript/View/GA_Lect_224,University of Michigan Library MS 31,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15764,,,http://csntm.org/Manuscript/View/GA_Lect_227,University of Michigan Library MS 32,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15765,,,http://csntm.org/Manuscript/View/GA_Lect_313,University of Michigan Library MS 33,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15766,,,http://csntm.org/Manuscript/View/GA_223,University of Michigan Library MS 34,,14th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15767,,,http://csntm.org/Manuscript/View/GA_Lect_170,University of Michigan Library MS 35,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15768,,,http://csntm.org/Manuscript/View/GA_Lect_1637,University of Michigan Library MS 37,,9th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15769,,,http://csntm.org/Manuscript/View/GA_Lect_1638,University of Michigan Library MS 39,,16th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15770,,,http://csntm.org/Manuscript/View/GA_2444,University of Michigan Library MS 4,,13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15771,,,http://csntm.org/Manuscript/View/GA_Lect_228,University of Michigan Library MS 43,,15th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15772,,,http://csntm.org/Manuscript/View/GA_Lect_216,University of Michigan Library MS 49,,13th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15773,,,http://csntm.org/Manuscript/View/GA_Lect_1577,University of Michigan Library MS 6,,13th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15774,,,http://csntm.org/Manuscript/View/GA_Lect_476,University of Michigan Library MS 67,,15th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15775,,,http://csntm.org/Manuscript/View/GA_Lect_1639,University of Michigan Library MS 69,,13th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15776,,,http://csntm.org/Manuscript/View/GA_Lect_1610,University of Michigan Library MS 7,,15th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15777,,,http://csntm.org/Manuscript/View/GA_Lect_1613,University of Michigan Library MS 76,,15th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15778,,,http://csntm.org/Manuscript/View/GA_Lect_1611,University of Michigan Library MS 8,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15779,,,http://csntm.org/Manuscript/View/GA_2354,University of Michigan Library MS 80,,13th,,Bible,,Ann Arbor MI,,,,,,,,,
coll15780,,,http://csntm.org/Manuscript/View/GA_Lect_2309,University of Michigan Library MS 83,,10th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15781,,,http://csntm.org/Manuscript/View/GA_Lect_1578,University of Michigan Library MS 9,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15782,,,http://csntm.org/Manuscript/View/GA_Lect_1579,University of Michigan Library MS 97,,14th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
coll15783,,,http://csntm.org/Manuscript/View/GA_Lect_1640,University of Michigan Library MS 99,,16th,,Gospel lectionary,,Ann Arbor MI,,,,,,,,,
